SupplierID,AssemblyID,WharehouseID,StoreID,ProductID,OrderNumber,CustomerOrderDate,CustomerDeliveryDate,FullfillmentTime,DaysFromSupplierToAssembly,             DaysFromAssemblyToWharehouse, DaysFromWharehouseToStore
1,1,1,1,2,10000890,4/12/2016,9/12/2016,153,149,2,2
3,1,1,1,1,10000891,4/3/2016,11/11/2016,222,192,27,3
2,1,1,1,2,10000892,10/4/2016,11/8/2016,35,17,15,3
2,1,1,1,1,10000893,5/18/2016,6/3/2016,16,12,1,3
1,2,1,1,1,10000894,6/10/2016,10/13/2016,125,121,2,2
1,1,1,1,1,10000895,3/2/2016,11/16/2016,259,255,2,2
1,1,1,1,1,10000896,8/19/2016,9/6/2016,18,14,2,2
3,1,1,1,2,10000897,5/4/2016,12/7/2016,217,30,184,3
1,1,1,1,1,10000898,1/29/2016,2/25/2016,27,23,2,2
1,2,1,1,2,10000899,5/29/2016,8/18/2016,81,77,2,2
1,1,1,1,2,10000900,10/15/2016,12/8/2016,54,50,2,2
2,2,1,1,1,10000901,5/12/2016,12/9/2016,211,62,146,3
1,1,1,1,2,10000902,4/25/2016,11/23/2016,212,208,2,2
1,1,1,1,1,10000903,11/30/2016,12/23/2016,23,19,2,2
2,1,1,1,3,10000904,5/22/2016,9/16/2016,117,24,90,3
1,2,1,1,2,10000905,11/17/2016,12/13/2016,26,22,2,2
1,2,1,1,3,10000906,10/18/2016,11/3/2016,16,12,2,2
3,2,1,1,3,10000907,4/14/2016,5/4/2016,20,11,6,3
1,1,1,1,2,10000908,10/3/2016,12/26/2016,84,80,2,2
1,2,1,1,3,10000909,7/15/2016,10/7/2016,84,80,2,2
3,2,1,1,1,10000910,1/20/2016,12/15/2016,330,69,258,3
3,2,1,1,1,10000911,11/20/2016,12/18/2016,28,2,23,3
2,1,1,1,3,10000912,11/30/2016,12/21/2016,21,18,0,3
3,2,1,1,3,10000913,11/14/2016,12/30/2016,46,2,41,3
2,2,1,1,3,10000914,10/31/2016,11/30/2016,30,8,19,3
3,2,1,1,2,10000915,11/20/2016,11/23/2016,3,0,0,3
1,2,1,1,2,10000916,5/9/2016,7/4/2016,56,52,2,2
3,2,1,1,2,10000917,2/21/2016,6/15/2016,115,96,16,3
3,1,1,1,3,10000918,6/21/2016,7/12/2016,21,14,4,3
3,1,1,1,3,10000919,1/29/2016,3/11/2016,42,21,18,3
3,2,1,1,2,10000920,10/11/2016,11/2/2016,22,9,10,3
1,1,1,1,3,10000921,10/24/2016,12/7/2016,44,40,2,2
1,2,1,1,2,10000922,10/25/2016,12/27/2016,63,59,2,2
1,1,1,1,2,10000923,1/17/2016,7/10/2016,175,171,2,2
1,1,1,1,2,10000924,11/9/2016,12/12/2016,33,29,2,2
2,1,1,1,3,10000925,2/2/2016,8/10/2016,190,53,134,3
3,2,1,1,1,10000926,6/3/2016,10/5/2016,124,121,0,3
2,1,1,1,3,10000927,5/17/2016,6/5/2016,19,9,7,3
2,1,1,1,1,10000928,8/4/2016,9/3/2016,30,20,7,3
1,1,1,1,2,10000929,12/30/2016,12/30/2016,0,0,0,0
3,2,1,1,1,10000930,6/22/2016,6/28/2016,6,3,0,3
3,1,1,1,1,10000931,12/10/2016,12/31/2016,21,16,2,3
2,1,1,1,1,10000932,4/10/2016,12/22/2016,256,161,92,3
2,1,1,1,2,10000933,1/31/2016,2/23/2016,23,11,9,3
1,1,1,1,1,10000934,6/20/2016,7/3/2016,13,9,2,2
2,1,1,1,2,10000935,11/14/2016,11/20/2016,6,0,3,3
3,1,1,1,2,10000936,9/12/2016,11/16/2016,65,1,61,3
1,1,1,1,1,10000937,8/10/2016,8/27/2016,17,13,2,2
3,1,1,1,3,10000938,2/17/2016,10/17/2016,243,52,188,3
1,1,1,1,2,10000939,3/21/2016,12/28/2016,282,278,2,2
1,1,1,1,3,10000940,2/19/2016,10/29/2016,253,249,2,2
2,2,1,1,2,10000941,8/19/2016,11/22/2016,95,27,65,3
3,1,1,1,1,10000942,2/11/2016,11/26/2016,289,240,46,3
2,2,1,1,3,10000943,2/17/2016,9/17/2016,213,117,93,3
3,2,1,1,1,10000944,2/5/2016,12/13/2016,312,152,157,3
3,2,1,1,3,10000945,9/5/2016,11/9/2016,65,48,14,3
3,1,1,1,2,10000946,7/24/2016,12/15/2016,144,120,21,3
1,2,1,1,1,10000947,1/29/2016,3/19/2016,50,46,2,2
3,1,1,1,1,10000948,9/12/2016,12/18/2016,97,70,24,3
2,1,1,1,1,10000949,9/18/2016,11/10/2016,53,6,44,3
3,2,1,1,1,10000950,12/26/2016,12/26/2016,0,0,0,0
3,1,1,1,2,10000951,8/4/2016,9/2/2016,29,3,23,3
2,1,1,1,2,10000952,1/10/2016,7/25/2016,197,190,4,3
3,2,1,1,3,10000953,12/21/2016,12/24/2016,3,0,0,3
3,2,1,1,3,10000954,2/22/2016,10/22/2016,243,62,178,3
3,2,1,1,2,10000955,6/15/2016,11/9/2016,147,2,142,3
2,1,1,1,2,10000956,9/22/2016,10/14/2016,22,10,9,3
2,1,1,1,1,10000957,3/7/2016,11/20/2016,258,28,227,3
2,1,1,1,2,10000958,3/21/2016,7/31/2016,132,84,45,3
1,1,1,1,3,10000959,12/2/2016,12/18/2016,16,12,2,2
3,1,1,1,2,10000960,9/19/2016,10/12/2016,23,19,1,3
3,2,1,1,3,10000961,2/12/2016,7/9/2016,148,97,48,3
3,1,1,1,3,10000962,12/12/2016,12/26/2016,14,7,4,3
2,1,1,1,2,10000963,5/23/2016,8/1/2016,70,38,29,3
1,1,1,1,2,10000964,4/24/2016,12/1/2016,221,217,2,2
3,1,1,1,3,10000965,12/22/2016,12/27/2016,5,2,0,3
3,2,1,1,3,10000966,2/6/2016,12/6/2016,304,172,129,3
1,2,1,1,1,10000967,9/12/2016,9/22/2016,10,6,2,2
1,1,1,1,2,10000968,7/27/2016,10/25/2016,90,86,2,2
1,1,1,1,3,10000969,4/4/2016,9/15/2016,164,160,2,2
2,1,1,1,3,10000970,10/31/2016,12/27/2016,57,30,24,3
2,1,1,1,2,10000971,11/16/2016,11/25/2016,9,1,5,3
1,1,1,1,2,10000972,11/23/2016,11/23/2016,0,0,0,0
3,1,1,1,2,10000973,5/11/2016,5/30/2016,19,7,9,3
1,2,1,1,2,10000974,4/23/2016,8/15/2016,114,110,2,2
3,1,1,1,2,10000975,1/27/2016,8/17/2016,203,111,89,3
3,2,1,1,2,10000976,8/4/2016,12/28/2016,146,82,61,3
1,1,1,1,3,10000977,5/16/2016,6/23/2016,38,34,2,2
2,1,1,1,2,10000978,5/1/2016,12/5/2016,218,9,206,3
1,2,1,1,2,10000979,3/3/2016,4/16/2016,44,40,2,2
1,2,1,1,3,10000980,7/16/2016,7/24/2016,8,4,2,2
1,2,1,1,2,10000981,3/14/2016,11/6/2016,237,233,2,2
1,2,1,1,1,10000982,8/3/2016,10/21/2016,79,75,2,2
2,1,1,1,3,10000983,1/31/2016,10/1/2016,244,45,196,3
1,2,1,1,3,10000984,2/24/2016,3/14/2016,19,15,2,2
2,2,1,1,2,10000985,7/2/2016,8/22/2016,51,2,46,3
1,1,1,1,2,10000986,1/23/2016,5/29/2016,127,123,2,2
3,2,1,1,3,10000987,9/21/2016,12/5/2016,75,68,4,3
2,1,1,1,1,10000988,12/1/2016,12/11/2016,10,5,2,3
3,1,1,1,1,10000989,2/1/2016,8/14/2016,195,33,159,3
1,1,1,1,3,10000990,3/12/2016,6/18/2016,98,94,2,2
3,2,1,1,3,10000991,12/27/2016,12/30/2016,3,0,0,3
2,2,1,1,3,10000992,5/27/2016,10/27/2016,153,102,48,3
2,1,1,1,2,10000993,7/24/2016,12/1/2016,130,0,127,3
2,2,1,1,1,10000994,5/7/2016,8/27/2016,112,7,102,3
2,2,1,1,1,10000995,2/4/2016,10/17/2016,256,5,248,3
2,2,1,1,3,10000996,5/10/2016,6/10/2016,31,23,5,3
3,1,1,1,2,10000997,9/19/2016,10/7/2016,18,0,15,3
3,1,1,1,3,10000998,10/24/2016,11/14/2016,21,15,3,3
1,1,1,1,2,10000999,1/22/2016,1/29/2016,7,3,2,2
3,2,1,1,3,10001000,8/19/2016,11/18/2016,91,72,16,3
3,1,1,1,3,10001001,2/24/2016,7/20/2016,147,110,34,3
2,2,1,1,1,10001002,5/20/2016,11/20/2016,184,130,51,3
2,1,1,1,3,10001003,3/22/2016,4/14/2016,23,4,16,3
2,2,1,1,1,10001004,7/1/2016,8/17/2016,47,24,20,3
1,2,1,1,2,10001005,8/1/2016,12/27/2016,148,144,2,2
3,2,1,1,2,10001006,12/27/2016,12/31/2016,4,0,1,3
2,1,1,1,2,10001007,8/20/2016,9/10/2016,21,14,4,3
3,2,1,1,2,10001008,9/26/2016,12/2/2016,67,33,31,3
3,2,1,1,2,10001009,11/21/2016,12/18/2016,27,6,18,3
3,1,1,1,1,10001010,4/15/2016,10/19/2016,187,60,124,3
3,2,1,1,3,10001011,7/12/2016,10/27/2016,107,51,53,3
2,2,1,1,2,10001012,11/19/2016,12/5/2016,16,5,8,3
3,1,1,1,2,10001013,10/2/2016,12/19/2016,78,66,9,3
1,2,1,1,1,10001014,9/17/2016,12/10/2016,84,80,2,2
3,2,1,1,2,10001015,12/7/2016,12/21/2016,14,5,6,3
1,1,1,1,1,10001016,3/23/2016,10/14/2016,205,201,2,2
3,2,1,1,2,10001017,9/13/2016,10/22/2016,39,5,31,3
2,2,1,1,2,10001018,4/29/2016,8/2/2016,95,56,36,3
2,1,1,1,1,10001019,4/26/2016,7/25/2016,90,74,13,3
1,1,1,1,2,10001020,1/6/2016,8/7/2016,214,210,2,2
1,1,1,1,2,10001021,5/12/2016,7/2/2016,51,47,2,2
1,2,1,1,1,10001022,12/9/2016,12/19/2016,10,6,2,2
3,1,1,1,2,10001023,4/20/2016,6/9/2016,50,15,32,3
2,2,1,1,3,10001024,5/10/2016,11/1/2016,175,155,17,3
1,1,1,1,3,10001025,1/24/2016,12/27/2016,338,334,2,2
3,1,1,1,2,10001026,8/13/2016,10/10/2016,58,29,26,3
1,1,1,1,1,10001027,11/29/2016,12/8/2016,9,5,2,2
1,1,1,1,1,10001028,11/24/2016,12/24/2016,30,26,2,2
2,1,1,1,1,10001029,2/26/2016,3/7/2016,10,1,6,3
1,2,1,1,3,10001030,12/10/2016,12/31/2016,21,17,2,2
1,1,1,1,1,10001031,4/22/2016,8/13/2016,113,109,2,2
1,1,1,1,1,10001032,10/16/2016,12/17/2016,62,58,2,2
2,1,1,1,3,10001033,1/24/2016,11/25/2016,306,128,175,3
2,1,1,1,1,10001034,6/9/2016,9/15/2016,98,16,79,3
3,1,1,1,2,10001035,9/26/2016,10/2/2016,6,1,2,3
2,2,1,1,3,10001036,8/1/2016,8/27/2016,26,8,15,3
2,1,1,1,1,10001037,5/12/2016,10/25/2016,166,132,31,3
2,2,1,1,1,10001038,6/10/2016,8/30/2016,81,51,27,3
1,2,1,1,3,10001039,4/17/2016,6/20/2016,64,60,2,2
3,2,1,1,2,10001040,12/22/2016,12/22/2016,0,0,0,0
2,2,1,1,1,10001041,6/23/2016,12/27/2016,187,93,91,3
2,2,1,1,1,10001042,12/20/2016,12/28/2016,8,1,4,3
3,1,1,1,1,10001043,2/1/2016,10/8/2016,250,69,178,3
2,2,1,1,2,10001044,4/25/2016,10/8/2016,166,136,27,3
3,1,1,1,2,10001045,4/24/2016,8/5/2016,103,0,100,3
1,1,1,1,2,10001046,12/15/2016,12/15/2016,0,0,0,0
2,2,1,1,1,10001047,1/11/2016,5/27/2016,137,131,3,3
1,1,1,1,2,10001048,10/30/2016,12/12/2016,43,39,2,2
3,1,1,1,1,10001049,8/12/2016,9/20/2016,39,15,21,3
3,1,1,1,2,10001050,3/20/2016,9/23/2016,187,19,165,3
1,1,1,1,1,10001051,12/28/2016,12/29/2016,1,0,0,1
1,2,1,1,2,10001052,12/16/2016,12/17/2016,1,0,0,1
1,2,1,1,1,10001053,4/21/2016,8/4/2016,105,101,2,2
3,2,1,1,1,10001054,2/9/2016,8/26/2016,199,2,194,3
3,1,1,1,2,10001055,11/12/2016,12/25/2016,43,21,19,3
2,2,1,1,2,10001056,2/2/2016,6/25/2016,144,131,10,3
3,1,1,1,3,10001057,7/21/2016,9/30/2016,71,10,58,3
1,1,1,1,3,10001058,12/20/2016,12/31/2016,11,7,2,2
2,2,1,1,2,10001059,11/29/2016,12/4/2016,5,1,1,3
3,1,1,1,1,10001060,10/29/2016,11/15/2016,17,4,10,3
1,1,1,1,3,10001061,4/2/2016,4/24/2016,22,18,2,2
1,1,1,1,3,10001062,1/26/2016,9/20/2016,238,234,2,2
2,1,1,1,2,10001063,11/25/2016,12/30/2016,35,7,25,3
2,2,1,1,1,10001064,3/31/2016,9/22/2016,175,89,83,3
1,2,1,1,3,10001065,9/28/2016,10/4/2016,6,2,2,2
2,2,1,1,3,10001066,8/26/2016,11/6/2016,72,21,48,3
3,2,1,1,1,10001067,7/3/2016,12/25/2016,175,89,83,3
3,1,1,1,1,10001068,1/18/2016,8/12/2016,207,124,80,3
2,1,1,1,1,10001069,5/11/2016,11/16/2016,189,78,108,3
2,2,1,1,2,10001070,4/12/2016,10/24/2016,195,118,74,3
1,2,1,1,1,10001071,3/31/2016,5/23/2016,53,49,2,2
3,1,1,1,2,10001072,12/2/2016,12/6/2016,4,0,1,3
2,2,1,1,2,10001073,8/2/2016,8/19/2016,17,7,7,3
2,1,1,1,3,10001074,7/28/2016,11/23/2016,118,21,94,3
3,1,1,1,1,10001075,1/9/2016,3/4/2016,55,7,45,3
1,1,1,1,3,10001076,12/20/2016,12/25/2016,5,1,2,2
2,2,1,1,1,10001077,8/3/2016,11/2/2016,91,54,34,3
2,1,1,1,1,10001078,12/28/2016,12/31/2016,3,0,0,3
3,1,1,1,1,10001079,11/3/2016,12/12/2016,39,10,26,3
2,1,1,1,3,10001080,9/5/2016,12/18/2016,104,78,23,3
1,1,1,1,1,10001081,8/5/2016,11/11/2016,98,94,2,2
1,2,1,1,2,10001082,6/25/2016,11/3/2016,131,127,2,2
1,1,1,1,2,10001083,4/17/2016,8/23/2016,128,124,2,2
1,1,1,1,3,10001084,9/23/2016,10/31/2016,38,34,2,2
3,1,1,1,1,10001085,10/20/2016,10/28/2016,8,5,0,3
2,1,1,1,1,10001086,8/10/2016,12/15/2016,127,55,69,3
3,1,1,1,3,10001087,3/21/2016,4/9/2016,19,16,0,3
2,1,1,1,1,10001088,9/6/2016,10/3/2016,27,22,2,3
2,1,1,1,3,10001089,9/29/2016,10/8/2016,9,1,5,3
1,2,1,1,3,10001090,6/22/2016,10/23/2016,123,119,2,2
2,1,1,1,1,10001091,4/2/2016,11/9/2016,221,82,136,3
3,2,1,1,3,10001092,5/24/2016,10/21/2016,150,138,9,3
2,2,1,1,1,10001093,4/1/2016,7/25/2016,115,84,28,3
2,1,1,1,2,10001094,2/25/2016,10/25/2016,243,100,140,3
1,2,1,1,1,10001095,5/23/2016,7/12/2016,50,46,2,2
2,2,1,1,2,10001096,4/2/2016,11/1/2016,213,5,205,3
3,1,1,1,3,10001097,12/10/2016,12/23/2016,13,5,5,3
3,2,1,1,2,10001098,7/27/2016,12/17/2016,143,72,68,3
1,1,1,1,1,10001099,7/21/2016,9/18/2016,59,55,2,2
3,2,1,1,3,10001100,6/28/2016,7/16/2016,18,0,15,3
3,2,1,1,1,10001101,9/7/2016,12/5/2016,89,67,19,3
3,2,1,1,3,10001102,9/28/2016,11/16/2016,49,42,4,3
2,2,1,1,2,10001103,1/20/2016,5/23/2016,124,98,23,3
1,1,1,1,3,10001104,1/2/2016,10/23/2016,295,291,2,2
1,2,1,1,1,10001105,8/29/2016,11/21/2016,84,80,2,2
1,1,1,1,1,10001106,7/11/2016,11/8/2016,120,116,2,2
3,2,1,1,2,10001107,10/2/2016,10/24/2016,22,0,19,3
2,2,1,1,3,10001108,6/28/2016,12/25/2016,180,61,116,3
2,1,1,1,1,10001109,8/13/2016,10/23/2016,71,24,44,3
2,1,1,1,2,10001110,5/13/2016,9/17/2016,127,88,36,3
1,1,1,1,3,10001111,9/7/2016,10/6/2016,29,25,2,2
1,1,1,1,2,10001112,4/16/2016,12/23/2016,251,247,2,2
2,1,1,1,1,10001113,10/24/2016,11/15/2016,22,15,4,3
3,2,1,1,3,10001114,10/8/2016,10/29/2016,21,9,9,3
3,2,1,1,2,10001115,7/6/2016,12/20/2016,167,94,70,3
2,1,1,1,3,10001116,7/12/2016,11/22/2016,133,85,45,3
1,2,1,1,1,10001117,3/12/2016,12/12/2016,275,271,2,2
3,1,1,1,2,10001118,12/18/2016,12/20/2016,2,0,0,2
2,2,1,1,1,10001119,6/16/2016,6/19/2016,3,0,0,3
2,1,1,1,1,10001120,10/23/2016,10/23/2016,0,0,0,0
1,2,1,1,2,10001121,11/6/2016,11/13/2016,7,3,2,2
2,2,1,1,3,10001122,4/18/2016,11/23/2016,219,59,157,3
2,2,1,1,3,10001123,7/1/2016,11/5/2016,127,84,40,3
2,2,1,1,3,10001124,10/6/2016,10/24/2016,18,9,6,3
2,2,1,1,2,10001125,1/16/2016,12/31/2016,350,146,201,3
3,1,1,1,1,10001126,4/20/2016,12/2/2016,226,196,27,3
3,2,1,1,3,10001127,3/11/2016,9/22/2016,195,153,39,3
1,2,1,1,1,10001128,5/25/2016,8/23/2016,90,86,2,2
3,1,1,1,2,10001129,5/5/2016,9/28/2016,146,11,132,3
2,2,1,1,2,10001130,4/11/2016,10/1/2016,173,131,39,3
2,2,1,1,1,10001131,11/18/2016,12/10/2016,22,9,10,3
1,1,1,1,3,10001132,3/23/2016,12/14/2016,266,262,2,2
3,2,1,1,2,10001133,7/20/2016,8/5/2016,16,10,3,3
3,1,1,1,3,10001134,10/4/2016,10/23/2016,19,9,7,3
3,2,1,1,1,10001135,12/4/2016,12/15/2016,11,2,6,3
3,2,1,1,3,10001136,1/3/2016,12/10/2016,342,249,90,3
3,2,1,1,1,10001137,12/7/2016,12/22/2016,15,6,6,3
1,2,1,1,2,10001138,5/26/2016,7/5/2016,40,36,2,2
3,1,1,1,3,10001139,8/24/2016,11/10/2016,78,55,20,3
3,1,1,1,2,10001140,9/25/2016,11/23/2016,59,21,35,3
2,2,1,1,3,10001141,4/13/2016,5/11/2016,28,7,18,3
1,1,1,1,3,10001142,8/5/2016,12/5/2016,122,118,2,2
2,2,1,1,2,10001143,5/3/2016,8/1/2016,90,54,33,3
2,2,1,1,2,10001144,8/15/2016,10/20/2016,66,46,17,3
1,2,1,1,1,10001145,1/20/2016,3/30/2016,70,66,2,2
3,2,1,1,2,10001146,8/14/2016,11/28/2016,106,61,42,3
3,1,1,1,3,10001147,12/31/2016,12/31/2016,0,0,0,0
1,2,1,1,2,10001148,12/1/2016,12/25/2016,24,20,2,2
3,2,1,1,1,10001149,8/2/2016,8/13/2016,11,7,1,3
1,1,1,1,1,10001150,5/18/2016,6/24/2016,37,33,2,2
1,1,1,1,3,10001151,8/6/2016,9/13/2016,38,34,2,2
1,2,1,1,3,10001152,10/20/2016,12/2/2016,43,39,2,2
2,1,1,1,2,10001153,6/17/2016,6/27/2016,10,5,2,3
3,1,1,1,2,10001154,9/17/2016,12/14/2016,88,61,24,3
2,1,1,1,1,10001155,2/14/2016,6/1/2016,108,81,24,3
3,2,1,1,3,10001156,2/7/2016,6/13/2016,127,37,87,3
3,2,1,1,1,10001157,10/6/2016,12/6/2016,61,2,56,3
2,2,1,1,2,10001158,6/15/2016,7/28/2016,43,35,5,3
3,2,1,1,2,10001159,9/5/2016,12/5/2016,91,24,64,3
2,1,1,1,3,10001160,5/20/2016,7/15/2016,56,18,35,3
1,1,1,1,3,10001161,4/18/2016,11/11/2016,207,203,2,2
3,2,1,1,3,10001162,2/16/2016,12/23/2016,311,145,163,3
3,1,1,1,1,10001163,9/23/2016,12/20/2016,88,9,76,3
2,1,1,1,3,10001164,4/19/2016,7/24/2016,96,63,30,3
1,1,1,1,2,10001165,11/22/2016,11/23/2016,1,0,0,1
2,1,1,1,3,10001166,6/1/2016,10/4/2016,125,112,10,3
2,1,1,1,1,10001167,10/30/2016,11/3/2016,4,1,0,3
1,1,1,1,3,10001168,2/21/2016,11/2/2016,255,251,2,2
2,2,1,1,2,10001169,7/25/2016,12/6/2016,134,37,94,3
2,2,1,1,3,10001170,8/21/2016,10/25/2016,65,33,29,3
2,2,1,1,1,10001171,4/21/2016,12/24/2016,247,226,18,3
3,2,1,1,3,10001172,4/25/2016,6/11/2016,47,38,6,3
3,1,1,1,3,10001173,8/30/2016,10/17/2016,48,29,16,3
3,1,1,1,1,10001174,10/22/2016,11/8/2016,17,2,12,3
1,1,1,1,1,10001175,4/9/2016,5/3/2016,24,20,2,2
3,1,1,1,3,10001176,5/18/2016,6/12/2016,25,12,10,3
2,1,1,1,1,10001177,3/5/2016,9/29/2016,208,154,51,3
3,2,1,1,3,10001178,3/21/2016,6/5/2016,76,45,28,3
3,2,1,1,1,10001179,9/13/2016,12/25/2016,103,77,23,3
2,1,1,1,2,10001180,6/5/2016,8/12/2016,68,24,41,3
1,1,1,1,3,10001181,2/9/2016,6/9/2016,121,117,2,2
3,2,1,1,1,10001182,10/9/2016,11/3/2016,25,2,20,3
1,2,1,1,3,10001183,12/31/2016,12/31/2016,0,0,0,0
1,2,1,1,2,10001184,3/28/2016,10/29/2016,215,211,2,2
2,1,1,1,2,10001185,7/29/2016,8/12/2016,14,0,11,3
2,2,1,1,2,10001186,2/23/2016,12/28/2016,309,300,6,3
3,2,1,1,2,10001187,1/8/2016,9/21/2016,257,103,151,3
3,2,1,1,1,10001188,11/12/2016,12/9/2016,27,11,13,3
1,1,1,1,3,10001189,5/20/2016,10/7/2016,140,136,2,2
2,1,1,1,1,10001190,3/12/2016,12/5/2016,268,209,56,3
2,2,1,1,2,10001191,3/24/2016,9/25/2016,185,5,177,3
3,2,1,1,3,10001192,4/21/2016,9/19/2016,151,6,142,3
3,1,1,1,1,10001193,11/16/2016,12/10/2016,24,12,9,3
1,1,1,1,2,10001194,2/1/2016,11/29/2016,302,298,2,2
2,2,1,1,1,10001195,6/14/2016,12/15/2016,184,162,19,3
1,2,1,1,3,10001196,12/19/2016,12/30/2016,11,7,2,2
3,2,1,1,2,10001197,6/19/2016,6/27/2016,8,4,1,3
2,1,1,1,1,10001198,11/15/2016,12/27/2016,42,35,4,3
1,1,1,1,2,10001199,9/25/2016,10/7/2016,12,8,2,2
2,2,1,1,3,10001200,2/17/2016,5/8/2016,81,35,43,3
2,1,1,1,1,10001201,7/2/2016,12/29/2016,180,140,37,3
1,2,1,1,1,10001202,7/28/2016,9/21/2016,55,51,2,2
1,2,1,1,3,10001203,7/6/2016,11/11/2016,128,124,2,2
2,2,1,1,1,10001204,4/23/2016,10/18/2016,178,28,147,3
3,2,1,1,2,10001205,3/8/2016,3/23/2016,15,1,11,3
1,1,1,1,2,10001206,7/15/2016,8/18/2016,34,30,2,2
2,2,1,1,2,10001207,5/23/2016,9/27/2016,127,69,55,3
3,1,1,1,1,10001208,9/4/2016,11/10/2016,67,35,29,3
1,1,1,1,3,10001209,10/12/2016,11/20/2016,39,35,2,2
1,2,1,1,3,10001210,10/4/2016,10/20/2016,16,12,2,2
1,1,1,1,3,10001211,3/6/2016,8/6/2016,153,149,2,2
1,2,1,1,3,10001212,6/16/2016,7/25/2016,39,35,2,2
3,1,1,1,3,10001213,4/8/2016,5/11/2016,33,22,8,3
2,2,1,1,2,10001214,6/2/2016,8/13/2016,72,55,14,3
1,2,1,1,1,10001215,2/2/2016,5/28/2016,116,112,2,2
2,2,1,1,2,10001216,6/30/2016,9/16/2016,78,39,36,3
1,1,1,1,2,10001217,2/17/2016,6/2/2016,106,102,2,2
1,1,1,1,3,10001218,10/6/2016,10/15/2016,9,5,2,2
2,1,1,1,3,10001219,8/24/2016,10/14/2016,51,45,3,3
1,1,1,1,2,10001220,6/21/2016,11/30/2016,162,158,2,2
3,1,1,1,2,10001221,12/19/2016,12/29/2016,10,2,5,3
3,2,1,1,2,10001222,1/5/2016,1/20/2016,15,2,10,3
2,2,1,1,3,10001223,5/3/2016,9/4/2016,124,31,90,3
2,1,1,1,1,10001224,8/17/2016,12/1/2016,106,45,58,3
2,2,1,1,3,10001225,8/27/2016,10/9/2016,43,8,32,3
1,1,1,1,2,10001226,11/12/2016,12/20/2016,38,34,2,2
3,1,1,1,3,10001227,3/15/2016,8/31/2016,169,103,63,3
3,2,1,1,3,10001228,10/13/2016,10/14/2016,1,0,0,1
3,1,1,1,2,10001229,4/15/2016,11/3/2016,202,85,114,3
2,2,1,1,2,10001230,10/6/2016,11/18/2016,43,21,19,3
2,1,1,1,2,10001231,2/2/2016,4/1/2016,59,12,44,3
1,2,1,1,2,10001232,9/28/2016,10/11/2016,13,9,2,2
1,1,1,1,3,10001233,2/7/2016,7/18/2016,162,158,2,2
3,2,1,1,2,10001234,9/26/2016,11/3/2016,38,17,18,3
2,2,1,1,2,10001235,8/2/2016,11/2/2016,92,68,21,3
3,2,1,1,3,10001236,4/9/2016,11/8/2016,213,64,146,3
1,1,1,1,3,10001237,11/5/2016,11/8/2016,3,0,0,3
3,1,1,1,2,10001238,12/24/2016,12/30/2016,6,2,1,3
2,2,1,1,3,10001239,3/29/2016,7/19/2016,112,58,51,3
2,1,1,1,1,10001240,8/4/2016,8/26/2016,22,17,2,3
2,1,1,1,2,10001241,8/17/2016,10/20/2016,64,10,51,3
3,2,1,1,3,10001242,10/10/2016,11/22/2016,43,0,40,3
3,1,1,1,1,10001243,8/3/2016,11/18/2016,107,52,52,3
2,1,1,1,1,10001244,6/24/2016,11/25/2016,154,135,16,3
2,1,1,1,2,10001245,7/28/2016,10/5/2016,69,60,6,3
1,1,1,1,1,10001246,8/12/2016,9/28/2016,47,43,2,2
3,1,1,1,1,10001247,6/10/2016,9/10/2016,92,79,10,3
3,2,1,1,1,10001248,12/29/2016,12/30/2016,1,0,0,1
2,1,1,1,3,10001249,9/18/2016,12/13/2016,86,24,59,3
2,2,1,1,1,10001250,2/6/2016,9/23/2016,230,0,227,3
2,2,1,1,2,10001251,4/15/2016,9/28/2016,166,115,48,3
3,1,1,1,3,10001252,3/17/2016,8/15/2016,151,6,142,3
1,1,1,1,3,10001253,5/19/2016,11/21/2016,186,182,2,2
1,2,1,1,3,10001254,1/28/2016,4/30/2016,93,89,2,2
3,2,1,1,3,10001255,6/27/2016,10/10/2016,105,6,96,3
2,2,1,1,3,10001256,1/22/2016,6/7/2016,137,99,35,3
2,1,1,1,2,10001257,11/29/2016,12/19/2016,20,2,15,3
3,1,1,1,1,10001258,3/1/2016,5/2/2016,62,19,40,3
3,1,1,1,2,10001259,1/19/2016,8/26/2016,220,162,55,3
3,1,1,1,3,10001260,4/7/2016,7/22/2016,106,77,26,3
1,1,1,1,2,10001261,1/17/2016,3/4/2016,47,43,2,2
3,1,1,1,2,10001262,12/14/2016,12/14/2016,0,0,0,0
2,1,1,1,1,10001263,12/15/2016,12/30/2016,15,10,2,3
3,2,1,1,3,10001264,2/27/2016,12/10/2016,287,173,111,3
3,1,1,1,1,10001265,4/8/2016,6/6/2016,59,17,39,3
1,1,1,1,2,10001266,10/9/2016,12/24/2016,76,72,2,2
2,1,1,1,1,10001267,3/17/2016,11/20/2016,248,189,56,3
2,2,1,1,1,10001268,4/5/2016,6/1/2016,57,31,23,3
2,2,1,1,3,10001269,2/10/2016,9/23/2016,226,97,126,3
2,1,1,1,1,10001270,10/16/2016,11/12/2016,27,11,13,3
2,2,1,1,1,10001271,8/24/2016,9/7/2016,14,5,6,3
1,2,1,1,3,10001272,3/28/2016,4/16/2016,19,15,2,2
3,2,1,1,2,10001273,6/7/2016,6/25/2016,18,8,7,3
2,2,1,1,1,10001274,5/30/2016,8/17/2016,79,1,75,3
