Session ID,DateTime Stamp,IP Address,Advertisement ID Viewed,Product ID Viewed,Information Link ID Viewed,Product ID Added to Cart,Product ID Purchased,Payment Method,User Has Account,First Time Buyer,Repeat Buyer,Coupon Used,Mobile Device Used,Dollar Amount,Dollar Amount Sold,Sex,Age Range,Married,Ethnic,Employed,Student,Education,Income Range,Gift Card Used,Purchased as Gift,Occupation,Own Home,Hobby/Interest,Health
0000000001,8/27/2018 10:09,10.1.1778.1,Baby products,Welcome,Your Orders,Bluetooth speakers,Liquid phone cases,PayPal,YES,YES,NO,NO,NO,96.00,366.00,Male,65-74 years old,Married or domestic partnership,Middle Easterners and North Africans,NO,NO,Trade/technical/vocational training,50001 to 75000,NO,YES,Sales and office,YES,Health foods/vitamins,Health
0000000001,8/27/2018 10:09,10.1.1779.1,3D printers,Enamel pins,Contact Us,Fairy lights,Drones,PayPal,NO,YES,NO,NO,YES,385.00,24.00,Male,18-24 years old,Separated,White and European Americans,NO,YES,Professional degree,200001 and above,NO,NO,Production transportation and material moving,YES,Book reading,Health
0000000001,8/27/2018 10:09,10.1.1780.1,Coconut oil,Welcome,Your Recommendations,Wood frame sunglasses,Enamel pins,PayPal,YES,NO,YES,NO,NO,65.00,800.00,Female,45-54 years old,Widowed,Asian Americans,YES,NO,No schooling completed,30001 to 50000,YES,YES,Natural resources construction and maintenance,YES,Gourmet/fine food,Health
0000000001,8/27/2018 10:09,10.1.1781.1,Baby products,Coconut oil,Cart,Liquid phone cases,Baby products,MasterCard,YES,NO,NO,YES,YES,110.00,20.00,Male,45-54 years old,Separated,Native Americans and Alaska Natives,NO,NO,,75001 to 100000,NO,NO,Production transportation and material moving,YES,Art/antiques,Health
0000000001,8/27/2018 10:09,10.1.1782.1,Liquid phone cases,Enamel pins,Legal Disclaimer,Baby products,Baby products,Visa,NO,YES,YES,YES,YES,378.00,746.00,Male,45-54 years old,Divorced,Native Americans and Alaska Natives,NO,NO,,0 - 30000,YES,YES,Production transportation and material moving,NO,Watching sports on TV,Health
0000000001,8/27/2018 10:09,10.1.1783.1,Fairy lights,Baby products,Mission,Wood frame sunglasses,Waterproof phone cases,Visa,NO,YES,YES,YES,NO,273.00,947.00,Female,45-54 years old,Divorced,Native Americans and Alaska Natives,NO,YES,,150001 to 200000,NO,YES,Service,YES,Recreational vehicles,Health
0000000001,8/27/2018 10:09,10.1.1784.1,Liquid phone cases,Coconut oil,About,Mens fashion accessories,Matcha Powder,Debit,YES,YES,YES,NO,NO,343.00,962.00,Male,55-64 years old,Widowed,Black and African Americans,NO,NO,No schooling completed,150001 to 200000,NO,YES,Production transportation and material moving,YES,Outdoor gardening,Health
0000000001,8/27/2018 10:09,10.1.1785.1,Baby products,Fairy lights,Legal Disclaimer,Bluetooth speakers,Fitness trackers,Visa,NO,NO,YES,YES,YES,181.00,16.00,Male,35-44 years old,Divorced,Middle Easterners and North Africans,NO,YES,Associate degree,100001 to 150000,NO,YES,Sales and office,YES,Book reading,Health
0000000001,8/27/2018 10:09,10.1.1786.1,The charcoal face mask,Mens fashion accessories,Shipping,Liquid phone cases,Bluetooth speakers,Visa,NO,YES,YES,YES,YES,975.00,345.00,Male,25-34 years old,Widowed,Middle Easterners and North Africans,YES,YES,No schooling completed,150001 to 200000,NO,NO,Service,YES,Stereo/records and tapes,Health
0000000001,8/27/2018 10:09,10.1.1787.1,Welcome,Wood frame sunglasses,Your List,Waterproof phone cases,The charcoal face mask,MasterCard,NO,NO,NO,NO,NO,26.00,391.00,Female,18-24 years old,Separated,Hispanic and Latino Americans,YES,NO,Associate degree,0 - 30000,NO,NO,Natural resources construction and maintenance,NO,Gourmet/fine food,Health
0000000001,8/27/2018 10:09,10.1.1788.1,Fairy lights,Matcha Powder,Contact Us,Phone power banks,Wood frame sunglasses,Debit,NO,NO,YES,YES,YES,160.00,647.00,Female,18-24 years old,Separated,Native Americans and Alaska Natives,NO,NO,Nursery school to 8th grade,150001 to 200000,NO,YES,Production transportation and material moving,YES,Other,Health
0000000001,8/27/2018 10:09,10.1.1789.1,Baby products,3D printers,Mission,Waterproof phone cases,3D printers,Visa,NO,YES,NO,YES,NO,156.00,350.00,Male,75 years or older,Married or domestic partnership,Black and African Americans,NO,NO,Doctorate degree,30001 to 50000,NO,YES,Natural resources construction and maintenance,YES,Needlework/knitting,Health
0000000001,8/27/2018 10:09,10.1.1790.1,Fairy lights,Fairy lights,Shipping,Gluten-free products,Phone power banks,Gift Card,NO,YES,NO,NO,YES,792.00,270.00,Female,45-54 years old,Widowed,Native Hawaiians and other Pacific Islanders,YES,YES,Associate degree,150001 to 200000,YES,YES,Sales and office,NO,Fashion clothing,Health
0000000001,8/27/2018 10:09,10.1.1791.1,Fairy lights,Fairy lights,Deal of The Day,Waterproof phone cases,The charcoal face mask,PayPal,NO,YES,YES,NO,YES,344.00,714.00,Male,12-17 years old,Divorced,Hispanic and Latino Americans,NO,NO,,75001 to 100000,NO,YES,Production transportation and material moving,NO,Wildlife/environment issues,Health
0000000001,8/27/2018 10:09,10.1.1792.1,3D printers,The charcoal face mask,Your Orders,Liquid phone cases,Drones,Visa,NO,YES,NO,YES,NO,994.00,868.00,Male,18-24 years old,Divorced,Middle Easterners and North Africans,NO,YES,Professional degree,100001 to 150000,NO,NO,Management professional and related,NO,Charities/volunteer work,Health
0000000001,8/27/2018 10:09,10.1.1793.1,Mens fashion accessories,Baby products,Deal of The Day,Phone power banks,Phone power banks,PayPal,YES,YES,NO,YES,YES,73.00,483.00,Male,45-54 years old,Separated,Middle Easterners and North Africans,YES,YES,No schooling completed,100001 to 150000,NO,NO,Sales and office,YES,Camping,Health
0000000001,8/27/2018 10:09,10.1.1794.1,Wood frame sunglasses,Welcome,Mission,Wood frame sunglasses,The charcoal face mask,Visa,YES,YES,YES,YES,NO,997.00,883.00,Female,55-64 years old,Widowed,Native Americans and Alaska Natives,YES,YES,Bachelor’s degree,75001 to 100000,NO,NO,Production transportation and material moving,YES,Do-it-Yourself/workshop,Health
0000000001,8/27/2018 10:09,10.1.1795.1,Drones,Drones,About,Waterproof phone cases,Fitness trackers,PayPal,NO,YES,NO,NO,NO,852.00,232.00,Female,25-34 years old,Single never married,Asian Americans,YES,YES,,30001 to 50000,YES,NO,Management professional and related,YES,Fashion clothing,Health
0000000001,8/27/2018 10:09,10.1.1796.1,Mens fashion accessories,Coconut oil,Contact Us,Phone power banks,Fairy lights,Visa,YES,NO,YES,NO,NO,64.00,861.00,Female,18-24 years old,Single never married,White and European Americans,NO,NO,Associate degree,50001 to 75000,NO,YES,Production transportation and material moving,NO,Bicycling/running,Health
0000000001,8/27/2018 10:09,10.1.1797.1,Liquid phone cases,Fitness trackers,Cart,Drones,3D printers,Visa,NO,NO,NO,YES,NO,968.00,165.00,Female,65-74 years old,Separated,Native Hawaiians and other Pacific Islanders,NO,NO,Master’s degree,150001 to 200000,NO,YES,Natural resources construction and maintenance,NO,Sweepstakes,Health
0000000001,8/27/2018 10:09,10.1.1798.1,Drones,Waterproof phone cases,About,Phone power banks,Fairy lights,Visa,NO,NO,YES,NO,NO,586.00,956.00,Male,12-17 years old,Married or domestic partnership,Native Hawaiians and other Pacific Islanders,NO,NO,,50001 to 75000,NO,YES,Natural resources construction and maintenance,YES,Wildlife/environment issues,Health
0000000001,8/27/2018 10:09,10.1.1799.1,Enamel pins,Baby products,Cart,3D printers,Fitness trackers,MasterCard,NO,NO,NO,NO,NO,146.00,338.00,Male,55-64 years old,Separated,White and European Americans,NO,NO,Bachelor’s degree,150001 to 200000,YES,YES,Sales and office,YES,Gourmet/fine food,Health
0000000001,8/27/2018 10:09,10.1.1800.1,The charcoal face mask,Welcome,Your List,Matcha Powder,Bluetooth speakers,Debit,YES,YES,YES,YES,NO,900.00,477.00,Male,65-74 years old,Single never married,White and European Americans,YES,NO,Nursery school to 8th grade,150001 to 200000,NO,YES,Management professional and related,NO,Camping,Health
0000000001,8/27/2018 10:09,10.1.1801.1,Liquid phone cases,Phone power banks,Legal Disclaimer,Drones,Waterproof phone cases,PayPal,NO,NO,NO,YES,NO,37.00,105.00,Female,12-17 years old,Divorced,Native Americans and Alaska Natives,NO,NO,Master’s degree,200001 and above,YES,NO,Sales and office,NO,Wildlife/environment issues,Health
0000000001,8/27/2018 10:09,10.1.1802.1,Welcome,Drones,Your Account,3D printers,Waterproof phone cases,PayPal,NO,YES,NO,NO,YES,409.00,630.00,Male,18-24 years old,Divorced,Black and African Americans,NO,NO,No schooling completed,30001 to 50000,NO,YES,Management professional and related,YES,Money making opportunities,Health
0000000001,8/27/2018 10:09,10.1.1803.1,3D printers,Mens fashion accessories,Cart,Matcha Powder,Gluten-free products,PayPal,NO,NO,NO,YES,NO,383.00,41.00,Male,65-74 years old,Separated,White and European Americans,YES,YES,,100001 to 150000,YES,NO,Sales and office,YES,Bicycling/running,Health
0000000001,8/27/2018 10:09,10.1.1804.1,Mens fashion accessories,The charcoal face mask,Help,Matcha Powder,Welcome,Debit,NO,YES,NO,NO,YES,784.00,567.00,Male,25-34 years old,Separated,White and European Americans,NO,NO,Bachelor’s degree,150001 to 200000,NO,YES,Service,YES,Fashion clothing,Health
0000000001,8/27/2018 10:09,10.1.1805.1,Liquid phone cases,Baby products,Mission,Fairy lights,Coconut oil,Gift Card,NO,YES,NO,YES,YES,692.00,11.00,Female,75 years or older,Widowed,Hispanic and Latino Americans,YES,NO,Bachelor’s degree,75001 to 100000,NO,YES,Service,NO,Video cassette recordings,Health
0000000001,8/27/2018 10:09,10.1.1806.1,Waterproof phone cases,Wood frame sunglasses,Contact Us,3D printers,Bluetooth speakers,Visa,YES,NO,NO,YES,NO,150.00,754.00,Female,Under 12 years old,Single never married,Middle Easterners and North Africans,NO,YES,Nursery school to 8th grade,200001 and above,NO,YES,Service,NO,Video cassette recordings,Health
0000000001,8/27/2018 10:09,10.1.1807.1,Fairy lights,Phone power banks,Returns,Welcome,Phone power banks,Debit,YES,YES,YES,YES,NO,278.00,203.00,Female,55-64 years old,Separated,Native Americans and Alaska Natives,NO,NO,Nursery school to 8th grade,100001 to 150000,YES,NO,Natural resources construction and maintenance,NO,Outdoor gardening,Health
0000000001,8/27/2018 10:09,10.1.1808.1,Coconut oil,Enamel pins,About,The charcoal face mask,Mens fashion accessories,Debit,NO,NO,YES,NO,NO,433.00,865.00,Male,25-34 years old,Widowed,Hispanic and Latino Americans,YES,NO,Bachelor’s degree,50001 to 75000,NO,YES,Sales and office,NO,Money making opportunities,Health
0000000001,8/27/2018 10:09,10.1.1809.1,Phone power banks,Fitness trackers,Deal of The Day,Enamel pins,Phone power banks,Visa,NO,NO,YES,YES,NO,231.00,206.00,Female,35-44 years old,Married or domestic partnership,Hispanic and Latino Americans,YES,NO,Some high school no diploma,30001 to 50000,NO,YES,Natural resources construction and maintenance,YES,Art/antiques,Health
0000000001,8/27/2018 10:09,10.1.1810.1,Drones,Matcha Powder,Help,Enamel pins,Enamel pins,MasterCard,NO,NO,YES,YES,YES,675.00,57.00,Female,45-54 years old,Single never married,Native Americans and Alaska Natives,YES,NO,Nursery school to 8th grade,150001 to 200000,YES,NO,Natural resources construction and maintenance,NO,Compact discs,Health
0000000001,8/27/2018 10:09,10.1.1811.1,Welcome,Waterproof phone cases,About,Drones,Matcha Powder,MasterCard,YES,YES,NO,YES,NO,626.00,834.00,Female,45-54 years old,Widowed,Native Hawaiians and other Pacific Islanders,YES,YES,,150001 to 200000,NO,NO,Sales and office,NO,Charities/volunteer work,Health
0000000001,8/27/2018 10:09,10.1.1812.1,Coconut oil,Liquid phone cases,Your Account,Wood frame sunglasses,3D printers,Debit,NO,YES,NO,NO,YES,856.00,820.00,Male,Under 12 years old,Single never married,Native Americans and Alaska Natives,NO,YES,No schooling completed,150001 to 200000,YES,NO,Service,YES,Money making opportunities,Health
0000000001,8/27/2018 10:09,10.1.1813.1,Phone power banks,The charcoal face mask,About,Fairy lights,Enamel pins,PayPal,NO,NO,YES,YES,NO,288.00,319.00,Male,25-34 years old,Divorced,Native Hawaiians and other Pacific Islanders,YES,YES,Master’s degree,30001 to 50000,YES,NO,Natural resources construction and maintenance,NO,Foreign travel,Health
0000000001,8/27/2018 10:09,10.1.1814.1,Welcome,Welcome,Mission,Drones,Welcome,Gift Card,YES,NO,YES,YES,NO,874.00,35.00,Male,55-64 years old,Married or domestic partnership,Middle Easterners and North Africans,YES,NO,Bachelor’s degree,150001 to 200000,NO,NO,Management professional and related,YES,Art/antiques,Health
0000000001,8/27/2018 10:09,10.1.1815.1,Coconut oil,Gluten-free products,Deal of The Day,Mens fashion accessories,Fitness trackers,MasterCard,NO,YES,YES,NO,NO,813.00,532.00,Male,18-24 years old,Divorced,Asian Americans,YES,YES,Associate degree,150001 to 200000,YES,NO,Sales and office,NO,Bicycling/running,Health
0000000001,8/27/2018 10:09,10.1.1816.1,Drones,Waterproof phone cases,Your Recommendations,Bluetooth speakers,The charcoal face mask,Visa,YES,NO,YES,NO,YES,126.00,213.00,Female,55-64 years old,Single never married,Native Hawaiians and other Pacific Islanders,NO,YES,Master’s degree,0 - 30000,NO,NO,Natural resources construction and maintenance,YES,Health foods/vitamins,Health
0000000001,8/27/2018 10:09,10.1.1817.1,3D printers,Coconut oil,Returns,Liquid phone cases,Waterproof phone cases,Visa,YES,NO,NO,NO,NO,553.00,645.00,Female,55-64 years old,Divorced,Middle Easterners and North Africans,NO,NO,,100001 to 150000,NO,YES,Sales and office,YES,Foreign travel,Health
0000000001,8/27/2018 10:09,10.1.1818.1,Matcha Powder,Mens fashion accessories,Contact Us,3D printers,Enamel pins,Visa,YES,YES,YES,YES,NO,13.00,641.00,Female,35-44 years old,Widowed,Black and African Americans,YES,YES,Nursery school to 8th grade,200001 and above,NO,YES,Natural resources construction and maintenance,YES,Needlework/knitting,Health
0000000001,8/27/2018 10:09,10.1.1819.1,Gluten-free products,Welcome,Contact Us,Welcome,Welcome,Gift Card,YES,NO,NO,YES,YES,528.00,56.00,Male,65-74 years old,Single never married,Hispanic and Latino Americans,NO,YES,Trade/technical/vocational training,0 - 30000,NO,YES,Service,NO,Watching sports on TV,Health
0000000001,8/27/2018 10:09,10.1.1820.1,Fairy lights,Gluten-free products,Your List,Welcome,Phone power banks,Debit,NO,NO,YES,NO,NO,297.00,855.00,Female,55-64 years old,Married or domestic partnership,Asian Americans,YES,NO,Some high school no diploma,30001 to 50000,NO,NO,Natural resources construction and maintenance,YES,Compact discs,Health
0000000001,8/27/2018 10:09,10.1.1821.1,Gluten-free products,Welcome,Your Account,Wood frame sunglasses,Wood frame sunglasses,Debit,NO,NO,NO,NO,YES,745.00,352.00,Male,45-54 years old,Married or domestic partnership,Black and African Americans,YES,NO,Master’s degree,150001 to 200000,NO,NO,Management professional and related,YES,Fashion clothing,Health
0000000001,8/27/2018 10:09,10.1.1822.1,Bluetooth speakers,Gluten-free products,Your List,Welcome,Wood frame sunglasses,Debit,NO,NO,YES,NO,NO,103.00,785.00,Female,35-44 years old,Single never married,Black and African Americans,NO,YES,,75001 to 100000,NO,YES,Natural resources construction and maintenance,NO,Bible/devotional reading,Health
0000000001,8/27/2018 10:09,10.1.1823.1,Baby products,Liquid phone cases,Legal Disclaimer,Matcha Powder,3D printers,Debit,NO,NO,YES,NO,NO,498.00,626.00,Male,Under 12 years old,Divorced,Native Hawaiians and other Pacific Islanders,NO,NO,Some high school no diploma,30001 to 50000,NO,NO,Production transportation and material moving,YES,Video cassette recordings,Health
0000000001,8/27/2018 10:09,10.1.1824.1,Matcha Powder,Gluten-free products,Cart,Mens fashion accessories,Coconut oil,MasterCard,NO,YES,YES,YES,NO,460.00,942.00,Female,75 years or older,Married or domestic partnership,Hispanic and Latino Americans,NO,YES,Associate degree,30001 to 50000,YES,YES,Service,NO,Camping,Health
0000000001,8/27/2018 10:09,10.1.1825.1,Fairy lights,Liquid phone cases,Your Orders,Fitness trackers,The charcoal face mask,Debit,YES,YES,YES,YES,NO,872.00,273.00,Female,12-17 years old,Single never married,Hispanic and Latino Americans,NO,YES,Trade/technical/vocational training,200001 and above,YES,YES,Sales and office,NO,Coin/stamp collecting,Health
0000000001,8/27/2018 10:09,10.1.1826.1,Liquid phone cases,Phone power banks,Cart,3D printers,Coconut oil,PayPal,YES,NO,YES,NO,YES,340.00,28.00,Male,25-34 years old,Married or domestic partnership,Hispanic and Latino Americans,NO,YES,Doctorate degree,50001 to 75000,YES,NO,Production transportation and material moving,NO,Do-it-Yourself/workshop,Health
0000000001,8/27/2018 10:09,10.1.1827.1,Wood frame sunglasses,Phone power banks,About,Fairy lights,3D printers,MasterCard,YES,NO,NO,YES,NO,499.00,674.00,Female,Under 12 years old,Divorced,White and European Americans,YES,YES,No schooling completed,0 - 30000,YES,NO,Production transportation and material moving,NO,Needlework/knitting,Health
0000000001,8/27/2018 10:09,10.1.1828.1,Bluetooth speakers,Waterproof phone cases,Your List,Phone power banks,Gluten-free products,PayPal,YES,YES,NO,YES,NO,481.00,139.00,Female,18-24 years old,Separated,White and European Americans,NO,YES,Bachelor’s degree,0 - 30000,NO,YES,Production transportation and material moving,YES,Charities/volunteer work,Health
0000000001,8/27/2018 10:09,10.1.1829.1,Fairy lights,Phone power banks,Contact Us,Wood frame sunglasses,Gluten-free products,Visa,NO,YES,YES,NO,NO,751.00,391.00,Female,75 years or older,Divorced,Native Americans and Alaska Natives,NO,YES,Nursery school to 8th grade,30001 to 50000,YES,YES,Service,NO,Needlework/knitting,Health
0000000001,8/27/2018 10:09,10.1.1830.1,Welcome,Enamel pins,Your List,Gluten-free products,Matcha Powder,PayPal,YES,YES,NO,NO,YES,984.00,457.00,Female,65-74 years old,Single never married,White and European Americans,NO,NO,Associate degree,200001 and above,YES,YES,Sales and office,NO,Watching sports on TV,Health
0000000001,8/27/2018 10:09,10.1.1831.1,Liquid phone cases,Waterproof phone cases,About,Wood frame sunglasses,Wood frame sunglasses,MasterCard,YES,NO,NO,NO,YES,76.00,182.00,Male,12-17 years old,Single never married,Asian Americans,NO,YES,,0 - 30000,YES,NO,Natural resources construction and maintenance,NO,Needlework/knitting,Health
0000000001,8/27/2018 10:09,10.1.1832.1,Phone power banks,Enamel pins,Mission,Phone power banks,Bluetooth speakers,PayPal,NO,NO,NO,NO,YES,571.00,910.00,Female,18-24 years old,Widowed,Black and African Americans,YES,YES,Professional degree,0 - 30000,YES,NO,Service,NO,Health foods/vitamins,Health
0000000001,8/27/2018 10:09,10.1.1833.1,Coconut oil,Liquid phone cases,Contact Us,Liquid phone cases,Fitness trackers,MasterCard,YES,NO,YES,NO,YES,681.00,718.00,Male,45-54 years old,Single never married,Asian Americans,NO,YES,Doctorate degree,150001 to 200000,YES,YES,Sales and office,YES,Do-it-Yourself/workshop,Health
0000000001,8/27/2018 10:09,10.1.1834.1,Matcha Powder,Coconut oil,Returns,The charcoal face mask,Bluetooth speakers,Visa,YES,YES,YES,YES,YES,719.00,717.00,Male,Under 12 years old,Divorced,White and European Americans,YES,NO,Professional degree,200001 and above,NO,NO,Service,NO,Book reading,Health
0000000001,8/27/2018 10:09,10.1.1835.1,The charcoal face mask,Phone power banks,About,Mens fashion accessories,Mens fashion accessories,Gift Card,NO,YES,NO,YES,YES,243.00,558.00,Female,12-17 years old,Married or domestic partnership,Black and African Americans,NO,YES,No schooling completed,75001 to 100000,NO,YES,Service,YES,Dieting,Health
0000000001,8/27/2018 10:09,10.1.1836.1,Mens fashion accessories,Drones,Returns,Gluten-free products,Mens fashion accessories,MasterCard,YES,NO,YES,YES,NO,702.00,380.00,Male,45-54 years old,Separated,Asian Americans,NO,NO,Associate degree,30001 to 50000,NO,YES,Natural resources construction and maintenance,YES,Fashion clothing,Health
0000000001,8/27/2018 10:09,10.1.1837.1,Bluetooth speakers,Liquid phone cases,Legal Disclaimer,3D printers,Wood frame sunglasses,Gift Card,YES,NO,YES,NO,NO,415.00,681.00,Male,12-17 years old,Married or domestic partnership,Asian Americans,NO,YES,Trade/technical/vocational training,0 - 30000,NO,NO,Production transportation and material moving,YES,Recreational vehicles,Health
0000000001,8/27/2018 10:09,10.1.1838.1,3D printers,Matcha Powder,About,Mens fashion accessories,Fairy lights,MasterCard,YES,NO,NO,YES,YES,931.00,447.00,Male,12-17 years old,Separated,Native Hawaiians and other Pacific Islanders,NO,NO,Associate degree,50001 to 75000,NO,YES,Natural resources construction and maintenance,NO,Sewing,Health
0000000001,8/27/2018 10:09,10.1.1839.1,The charcoal face mask,Gluten-free products,Mission,Fitness trackers,Mens fashion accessories,Gift Card,NO,NO,YES,YES,NO,858.00,168.00,Male,35-44 years old,Widowed,Hispanic and Latino Americans,YES,NO,Master’s degree,75001 to 100000,NO,NO,Service,NO,Health foods/vitamins,Health
0000000001,8/27/2018 10:09,10.1.1840.1,Fitness trackers,3D printers,Your Recommendations,The charcoal face mask,Enamel pins,Debit,NO,NO,NO,YES,NO,969.00,805.00,Female,75 years or older,Single never married,Middle Easterners and North Africans,NO,YES,No schooling completed,30001 to 50000,NO,YES,Production transportation and material moving,YES,Bible/devotional reading,Health
0000000001,8/27/2018 10:09,10.1.1841.1,Fitness trackers,Fairy lights,Your Orders,Fitness trackers,Gluten-free products,Debit,YES,YES,NO,NO,YES,439.00,528.00,Male,45-54 years old,Single never married,Native Americans and Alaska Natives,NO,NO,Some high school no diploma,150001 to 200000,YES,YES,Natural resources construction and maintenance,YES,Stereo/records and tapes,Health
0000000001,8/27/2018 10:09,10.1.1842.1,3D printers,Enamel pins,Shipping,Drones,Bluetooth speakers,Gift Card,YES,YES,YES,NO,YES,339.00,722.00,Male,Under 12 years old,Separated,Native Americans and Alaska Natives,NO,YES,Associate degree,100001 to 150000,NO,YES,Production transportation and material moving,YES,Fashion clothing,Health
0000000001,8/27/2018 10:09,10.1.1843.1,Matcha Powder,Coconut oil,Shipping,Bluetooth speakers,3D printers,Gift Card,NO,YES,YES,NO,NO,519.00,655.00,Male,12-17 years old,Separated,Native Americans and Alaska Natives,NO,NO,Some high school no diploma,30001 to 50000,YES,YES,Production transportation and material moving,YES,Charities/volunteer work,Health
0000000001,8/27/2018 10:09,10.1.1844.1,3D printers,Phone power banks,Your Orders,Gluten-free products,Matcha Powder,Gift Card,NO,NO,NO,YES,YES,392.00,50.00,Female,65-74 years old,Widowed,White and European Americans,YES,YES,Nursery school to 8th grade,200001 and above,NO,NO,Production transportation and material moving,NO,Do-it-Yourself/workshop,Health
0000000001,8/27/2018 10:09,10.1.1845.1,Welcome,Liquid phone cases,Your Account,Welcome,Matcha Powder,PayPal,NO,NO,YES,YES,YES,352.00,566.00,Male,65-74 years old,Married or domestic partnership,Middle Easterners and North Africans,YES,NO,Some high school no diploma,50001 to 75000,YES,NO,Management professional and related,YES,Compact discs,Health
0000000001,8/27/2018 10:09,10.1.1846.1,Liquid phone cases,Matcha Powder,Your Account,Bluetooth speakers,Baby products,Gift Card,NO,YES,YES,NO,NO,52.00,556.00,Male,65-74 years old,Widowed,Middle Easterners and North Africans,YES,NO,Bachelor’s degree,75001 to 100000,NO,NO,Management professional and related,NO,Coin/stamp collecting,Health
0000000001,8/27/2018 10:09,10.1.1847.1,Enamel pins,Coconut oil,Help,Matcha Powder,Wood frame sunglasses,Gift Card,NO,NO,NO,NO,NO,938.00,476.00,Female,35-44 years old,Married or domestic partnership,Hispanic and Latino Americans,YES,NO,Doctorate degree,150001 to 200000,NO,YES,Natural resources construction and maintenance,YES,Video cassette recordings,Health
0000000001,8/27/2018 10:09,10.1.1848.1,Mens fashion accessories,Liquid phone cases,Help,The charcoal face mask,Wood frame sunglasses,Visa,NO,NO,NO,YES,YES,177.00,605.00,Female,65-74 years old,Married or domestic partnership,White and European Americans,NO,NO,,100001 to 150000,NO,NO,Natural resources construction and maintenance,YES,Do-it-Yourself/workshop,Health
0000000001,8/27/2018 10:09,10.1.1849.1,Wood frame sunglasses,Mens fashion accessories,Your Account,Fairy lights,Fairy lights,Gift Card,YES,NO,NO,NO,NO,479.00,181.00,Female,45-54 years old,Widowed,White and European Americans,YES,NO,Bachelor’s degree,150001 to 200000,YES,NO,Management professional and related,NO,Foreign travel,Health
0000000001,8/27/2018 10:09,10.1.1850.1,Fitness trackers,Welcome,Contact Us,Coconut oil,Fitness trackers,Gift Card,NO,YES,YES,YES,NO,656.00,144.00,Female,35-44 years old,Divorced,Asian Americans,YES,NO,Master’s degree,200001 and above,NO,NO,Production transportation and material moving,NO,Watching sports on TV,Health
0000000001,8/27/2018 10:09,10.1.1851.1,Baby products,Bluetooth speakers,Your Orders,Bluetooth speakers,3D printers,Visa,YES,YES,NO,NO,NO,261.00,343.00,Male,35-44 years old,Widowed,Asian Americans,NO,YES,Professional degree,75001 to 100000,NO,YES,Management professional and related,YES,Self improvement,Health
0000000001,8/27/2018 10:09,10.1.1852.1,Mens fashion accessories,Baby products,Legal Disclaimer,The charcoal face mask,Drones,Visa,NO,YES,YES,NO,NO,89.00,273.00,Female,45-54 years old,Separated,Native Hawaiians and other Pacific Islanders,NO,YES,,0 - 30000,YES,NO,Production transportation and material moving,NO,Compact discs,Health
0000000001,8/27/2018 10:09,10.1.1853.1,Bluetooth speakers,Matcha Powder,Shipping,Liquid phone cases,Wood frame sunglasses,Gift Card,NO,NO,NO,YES,NO,559.00,113.00,Female,45-54 years old,Divorced,Black and African Americans,NO,YES,Nursery school to 8th grade,50001 to 75000,NO,NO,Natural resources construction and maintenance,YES,Video cassette recordings,Health
0000000001,8/27/2018 10:09,10.1.1854.1,Phone power banks,Mens fashion accessories,Your List,Bluetooth speakers,Fairy lights,PayPal,NO,NO,NO,NO,NO,38.00,811.00,Female,75 years or older,Separated,Native Americans and Alaska Natives,NO,NO,Some high school no diploma,150001 to 200000,YES,NO,Production transportation and material moving,NO,Other,Health
0000000001,8/27/2018 10:09,10.1.1855.1,Fairy lights,Welcome,Your List,The charcoal face mask,Welcome,PayPal,YES,YES,NO,NO,YES,49.00,375.00,Male,35-44 years old,Single never married,Native Hawaiians and other Pacific Islanders,NO,NO,,150001 to 200000,YES,YES,Sales and office,YES,Recreational vehicles,Health
0000000001,8/27/2018 10:09,10.1.1856.1,Coconut oil,Fitness trackers,Legal Disclaimer,Waterproof phone cases,Drones,Gift Card,YES,YES,NO,NO,NO,803.00,288.00,Male,55-64 years old,Married or domestic partnership,White and European Americans,NO,YES,Nursery school to 8th grade,50001 to 75000,YES,NO,Service,NO,Compact discs,Health
0000000001,8/27/2018 10:09,10.1.1857.1,Matcha Powder,Baby products,Contact Us,Gluten-free products,Waterproof phone cases,Gift Card,YES,YES,NO,NO,YES,4.00,975.00,Male,35-44 years old,Married or domestic partnership,Middle Easterners and North Africans,NO,NO,Master’s degree,100001 to 150000,YES,NO,Service,YES,Gourmet/fine food,Health
0000000001,8/27/2018 10:09,10.1.1858.1,Fairy lights,The charcoal face mask,Your Orders,Matcha Powder,Waterproof phone cases,MasterCard,YES,YES,YES,NO,YES,929.00,187.00,Female,Under 12 years old,Separated,Native Americans and Alaska Natives,YES,NO,Doctorate degree,150001 to 200000,YES,YES,Service,NO,Self improvement,Health
0000000001,8/27/2018 10:09,10.1.1859.1,Gluten-free products,Liquid phone cases,Mission,Matcha Powder,Fitness trackers,Visa,YES,YES,NO,NO,NO,824.00,861.00,Female,12-17 years old,Divorced,Native Americans and Alaska Natives,YES,YES,Nursery school to 8th grade,30001 to 50000,YES,NO,Production transportation and material moving,NO,Art/antiques,Health
0000000001,8/27/2018 10:09,10.1.1860.1,Liquid phone cases,Baby products,Shipping,3D printers,Fairy lights,MasterCard,YES,YES,YES,YES,YES,585.00,713.00,Male,Under 12 years old,Single never married,Black and African Americans,NO,NO,Bachelor’s degree,0 - 30000,NO,YES,Natural resources construction and maintenance,NO,Watching sports on TV,Health
