Session ID,DateTime Stamp,IP Address,Advertisement ID Viewed,Product ID Viewed,Information Link ID Viewed,Product ID Added to Cart,Product ID Purchased,Payment Method,User Has Account,First Time Buyer,Repeat Buyer,Coupon Used,Mobile Device Used,Dollar Amount,Dollar Amount Sold,Sex,Age Range,Married,Ethnic,Employed,Student,Education,Income Range,Gift Card Used,Purchased as Gift,Occupation,Own Home,Hobby/Interest,Health
3915,8/27/2018 10:09,10.1.2581.1,16,4,13,11,9,3,1,2,1,1,2,409,699,1,3,2,4,1,2,11,5,1,1,2,1,14,
734,8/27/2018 10:09,10.1.2582.1,2,11,11,6,7,3,2,2,2,1,2,592,404,2,2,1,3,1,1,11,3,1,2,1,1,9,
819,8/27/2018 10:09,10.1.2583.1,6,3,1,6,5,4,1,2,1,2,1,559,835,2,4,3,5,1,1,2,2,2,2,4,1,13,
1779,8/27/2018 10:09,10.1.2584.1,14,11,1,15,5,4,1,1,2,1,2,621,256,1,2,5,2,1,1,6,4,1,1,4,2,12,
9207,8/27/2018 10:09,10.1.2585.1,6,1,10,10,4,2,2,2,2,2,2,123,939,2,8,3,6,2,1,7,4,2,1,4,2,2,
3919,8/27/2018 10:09,10.1.2586.1,9,1,12,10,16,4,1,2,1,1,2,288,638,1,7,2,3,2,1,6,3,2,2,4,2,3,
2402,8/27/2018 10:09,10.1.2587.1,7,2,9,12,6,1,1,1,2,1,1,535,559,1,2,4,1,1,2,11,5,1,2,4,1,23,
1143,8/27/2018 10:09,10.1.2588.1,17,8,5,11,13,4,1,1,2,2,2,612,611,1,8,4,1,1,1,8,3,2,1,5,2,2,
1636,8/27/2018 10:09,10.1.2589.1,12,2,13,8,16,1,1,2,1,1,2,416,844,1,8,5,7,2,2,7,5,1,1,1,2,8,
4152,8/27/2018 10:09,10.1.2590.1,6,11,5,5,15,5,2,1,2,1,2,465,82,2,9,4,3,2,1,8,4,2,2,5,2,6,
1382,8/27/2018 10:09,10.1.2591.1,4,9,8,12,11,2,1,2,2,1,2,145,438,1,5,1,3,2,2,10,6,2,1,1,2,11,
9447,8/27/2018 10:09,10.1.2592.1,3,13,9,4,13,2,1,1,2,1,2,868,329,1,3,4,6,2,1,3,3,2,1,1,2,13,
8724,8/27/2018 10:09,10.1.2593.1,2,10,6,12,5,2,2,1,1,2,1,485,1,2,2,3,5,1,1,10,1,1,2,2,2,24,
6015,8/27/2018 10:09,10.1.2594.1,15,12,7,13,3,2,2,1,2,1,1,772,88,1,9,3,2,1,1,7,4,1,2,5,2,12,
9615,8/27/2018 10:09,10.1.2595.1,17,2,6,2,13,1,2,2,1,1,1,649,568,1,4,1,2,2,1,5,3,1,1,4,2,11,
1167,8/27/2018 10:09,10.1.2596.1,13,6,13,9,11,1,2,1,2,2,1,949,161,2,4,3,7,2,2,4,2,1,2,1,2,22,
8787,8/27/2018 10:09,10.1.2597.1,8,6,8,2,5,3,2,2,1,2,1,287,588,2,4,4,6,2,1,2,5,1,1,4,2,23,
6889,8/27/2018 10:09,10.1.2598.1,5,13,1,4,6,2,2,1,1,2,2,786,578,2,6,1,3,1,2,5,1,1,1,3,2,14,
3094,8/27/2018 10:09,10.1.2599.1,14,7,8,11,2,1,2,1,1,1,1,860,732,1,9,2,1,1,1,4,3,1,1,3,1,3,
7882,8/27/2018 10:09,10.1.2600.1,5,13,12,2,5,1,1,2,2,2,1,918,487,2,4,3,5,1,1,6,1,2,1,4,2,7,
4869,8/27/2018 10:09,10.1.2601.1,9,1,5,13,12,1,1,2,1,1,2,868,6,2,4,3,5,2,2,3,6,2,1,3,2,20,
2085,8/27/2018 10:09,10.1.2602.1,16,15,11,5,2,3,1,2,1,2,1,942,15,1,7,4,4,2,1,5,4,2,1,1,1,7,
3491,8/27/2018 10:09,10.1.2603.1,3,12,8,11,16,3,2,2,2,2,2,523,224,1,2,3,4,2,2,1,3,2,1,1,1,14,
6783,8/27/2018 10:09,10.1.2604.1,1,9,11,17,9,1,1,1,1,1,1,401,664,2,7,1,3,1,2,11,4,1,1,5,2,14,
922,8/27/2018 10:09,10.1.2605.1,6,8,13,2,6,5,1,2,1,1,1,891,654,2,7,3,5,1,1,6,7,1,2,3,2,2,
9549,8/27/2018 10:09,10.1.2606.1,10,6,6,1,4,2,2,1,2,2,1,798,734,1,6,3,6,2,2,7,7,2,1,3,2,18,
5134,8/27/2018 10:09,10.1.2607.1,13,14,10,15,1,1,1,2,1,2,1,294,966,2,3,2,1,1,2,5,5,2,1,3,2,1,
7048,8/27/2018 10:09,10.1.2608.1,9,8,5,3,13,4,1,1,2,2,1,544,49,2,2,5,5,1,2,11,4,2,1,1,1,8,
8602,8/27/2018 10:09,10.1.2609.1,9,12,12,14,11,3,2,1,1,2,1,372,826,1,8,5,3,2,2,1,7,2,2,4,1,28,
3921,8/27/2018 10:09,10.1.2610.1,5,16,11,12,14,3,2,1,2,2,2,514,926,2,9,3,6,2,1,7,1,1,1,2,2,28,
1561,8/27/2018 10:09,10.1.2611.1,13,12,13,10,13,2,1,1,1,2,2,460,829,1,8,3,2,1,2,4,5,1,2,4,2,20,
1874,8/27/2018 10:09,10.1.2612.1,9,16,5,16,5,5,1,2,2,1,2,139,42,2,9,3,4,1,1,3,4,2,2,3,2,4,
9654,8/27/2018 10:09,10.1.2613.1,16,5,3,3,17,2,1,2,1,2,1,744,306,2,2,4,6,1,1,4,1,1,2,4,1,11,
3970,8/27/2018 10:09,10.1.2614.1,16,1,11,15,13,4,1,1,2,2,2,455,539,2,9,5,1,2,2,4,7,1,2,3,2,21,
145,8/27/2018 10:09,10.1.2615.1,16,3,9,6,10,2,1,1,2,2,1,634,805,2,7,3,5,1,1,6,3,1,2,2,2,26,
4093,8/27/2018 10:09,10.1.2616.1,15,8,13,15,10,5,1,1,2,2,1,767,243,1,5,4,3,1,1,3,7,1,1,5,1,12,
3813,8/27/2018 10:09,10.1.2617.1,6,9,3,6,14,1,2,2,1,2,1,565,665,1,7,2,7,1,2,3,2,2,2,1,2,23,
3214,8/27/2018 10:09,10.1.2618.1,10,2,3,8,16,2,2,1,1,2,1,475,245,1,2,2,3,2,1,5,2,1,2,4,2,1,
6700,8/27/2018 10:09,10.1.2619.1,5,8,9,8,7,4,1,1,2,1,2,348,238,1,3,5,2,2,2,1,7,2,2,4,1,15,
9535,8/27/2018 10:09,10.1.2620.1,2,14,10,5,12,4,1,2,1,2,2,0,649,1,3,2,4,2,1,6,1,1,1,5,2,28,
9356,8/27/2018 10:09,10.1.2621.1,3,14,7,5,16,4,1,2,2,2,2,720,975,1,1,2,4,1,2,4,5,2,1,3,2,26,
4113,8/27/2018 10:09,10.1.2622.1,15,13,5,2,4,4,2,1,2,2,1,123,144,1,6,1,3,1,2,11,5,2,1,5,1,1,
6974,8/27/2018 10:09,10.1.2623.1,1,3,2,13,12,2,2,2,1,1,1,27,141,2,4,1,3,2,1,9,1,1,2,5,1,9,
1449,8/27/2018 10:09,10.1.2624.1,3,10,4,9,1,3,2,2,1,1,1,745,384,2,9,4,4,2,1,5,5,1,2,5,2,5,
8578,8/27/2018 10:09,10.1.2625.1,8,1,4,4,9,1,2,2,1,2,1,520,787,2,3,1,4,1,2,2,1,2,2,4,2,18,
8499,8/27/2018 10:09,10.1.2626.1,4,3,12,8,14,1,1,2,2,1,1,445,873,1,4,1,5,1,2,7,5,2,1,5,2,3,
4799,8/27/2018 10:09,10.1.2627.1,16,2,12,5,17,5,2,2,2,2,2,153,660,1,7,2,1,1,2,6,2,2,2,4,2,20,
5181,8/27/2018 10:09,10.1.2628.1,3,13,1,11,10,1,2,2,1,1,1,652,925,2,6,5,1,2,1,4,4,1,2,4,1,13,
1001,8/27/2018 10:09,10.1.2629.1,3,1,1,8,6,4,2,2,2,2,1,43,454,2,1,3,2,2,2,9,5,1,2,4,1,20,
533,8/27/2018 10:09,10.1.2630.1,16,16,13,11,2,5,2,1,2,2,2,182,6,1,7,2,3,1,1,2,4,2,2,2,2,18,
6649,8/27/2018 10:09,10.1.2631.1,5,2,3,13,2,2,1,1,1,2,1,616,901,2,4,1,2,1,1,2,1,1,1,1,1,7,
6718,8/27/2018 10:09,10.1.2632.1,11,13,11,6,8,2,1,1,1,1,1,584,698,2,6,1,5,1,2,3,3,1,2,5,1,26,
9684,8/27/2018 10:09,10.1.2633.1,15,12,2,2,10,3,2,2,2,1,1,731,980,2,6,1,7,1,1,5,3,2,2,3,1,21,
3168,8/27/2018 10:09,10.1.2634.1,5,1,1,2,4,2,2,1,1,1,2,646,745,2,3,4,6,2,1,9,2,2,1,5,1,2,
3049,8/27/2018 10:09,10.1.2635.1,16,12,6,17,5,3,1,2,1,2,2,842,37,1,4,4,6,2,1,11,5,2,1,4,2,20,
8058,8/27/2018 10:09,10.1.2636.1,8,14,13,1,3,2,2,2,2,1,1,523,795,1,9,5,4,1,1,8,7,1,1,2,1,21,
7844,8/27/2018 10:09,10.1.2637.1,8,13,4,14,10,1,1,2,1,1,2,875,343,1,1,5,1,1,1,9,4,2,1,4,1,1,
6105,8/27/2018 10:09,10.1.2638.1,10,8,12,9,9,3,2,1,1,1,1,914,671,2,4,1,5,1,2,7,3,2,2,4,2,3,
2582,8/27/2018 10:09,10.1.2639.1,15,2,12,9,16,4,2,2,2,2,1,317,219,1,7,4,1,2,1,11,4,2,2,3,2,20,
7299,8/27/2018 10:09,10.1.2640.1,13,11,6,2,14,2,2,2,1,2,1,24,16,1,2,5,7,2,1,3,7,1,2,1,2,3,
2135,8/27/2018 10:09,10.1.2641.1,17,16,7,10,5,3,1,2,2,1,2,504,589,2,8,2,2,2,1,3,2,2,1,2,2,7,
5164,8/27/2018 10:09,10.1.2642.1,17,4,2,7,1,4,2,1,1,2,1,632,873,2,4,2,3,1,2,6,1,2,1,2,1,2,
5703,8/27/2018 10:09,10.1.2643.1,6,1,3,15,10,5,2,1,2,1,2,575,902,2,5,5,7,2,2,3,3,2,2,4,1,22,
4151,8/27/2018 10:09,10.1.2644.1,4,6,3,6,9,1,1,2,1,2,1,325,273,1,8,4,4,2,1,6,7,2,2,1,1,12,
1067,8/27/2018 10:09,10.1.2645.1,5,3,11,11,10,2,1,1,1,2,2,328,891,1,1,3,4,1,1,9,7,2,1,3,1,5,
6716,8/27/2018 10:09,10.1.2646.1,2,10,12,6,8,1,1,1,2,1,1,133,937,2,3,4,7,1,2,6,3,2,1,5,1,15,
7162,8/27/2018 10:09,10.1.2647.1,5,3,6,11,9,1,2,2,2,2,2,753,262,2,6,1,6,2,1,10,3,2,2,4,1,19,
2835,8/27/2018 10:09,10.1.2648.1,9,13,5,4,9,3,1,1,1,1,2,514,93,1,3,2,4,1,1,2,6,1,1,5,1,23,
9033,8/27/2018 10:09,10.1.2649.1,2,16,12,2,9,5,2,2,1,2,1,194,972,2,8,3,1,1,2,5,6,2,1,1,1,11,
8432,8/27/2018 10:09,10.1.2650.1,3,6,7,11,16,5,1,1,1,2,1,719,405,1,4,4,1,1,1,6,2,1,2,1,2,17,
5613,8/27/2018 10:09,10.1.2651.1,17,8,5,15,4,1,1,2,1,2,2,268,955,1,9,4,2,2,1,9,5,2,1,2,2,9,
1182,8/27/2018 10:09,10.1.2652.1,15,6,7,13,10,1,1,1,1,1,1,851,413,1,4,2,7,2,2,11,6,1,1,4,2,6,
6704,8/27/2018 10:09,10.1.2653.1,10,14,10,6,1,1,1,2,1,2,2,720,164,1,3,1,6,2,1,2,7,1,1,1,1,14,
9561,8/27/2018 10:09,10.1.2654.1,3,12,8,17,12,2,2,2,1,2,1,872,416,2,9,2,1,2,1,11,4,2,2,4,2,3,
1285,8/27/2018 10:09,10.1.2655.1,16,15,3,7,11,2,1,1,1,1,1,609,136,1,2,4,5,2,2,10,2,2,1,5,1,12,
6874,8/27/2018 10:09,10.1.2656.1,2,17,7,10,8,5,2,1,1,2,2,969,42,2,5,2,5,2,2,11,6,2,1,2,1,8,
875,8/27/2018 10:09,10.1.2657.1,13,7,3,4,11,5,1,1,1,2,1,503,270,2,2,3,4,2,1,6,1,2,1,5,1,2,
5956,8/27/2018 10:09,10.1.2658.1,3,6,8,12,8,2,1,2,1,2,2,584,941,2,2,1,2,1,2,11,4,2,1,1,2,16,
9369,8/27/2018 10:09,10.1.2659.1,1,12,6,10,17,3,2,2,1,2,1,839,244,2,5,1,7,2,1,4,4,1,1,1,2,8,
3682,8/27/2018 10:09,10.1.2660.1,11,9,6,12,3,3,2,1,1,2,2,126,864,2,7,5,4,2,1,10,1,1,2,4,2,20,
7374,8/27/2018 10:09,10.1.2661.1,14,9,5,15,1,5,1,2,2,2,1,661,873,1,4,5,3,2,2,11,6,1,2,5,1,9,
87,8/27/2018 10:09,10.1.2662.1,13,16,8,1,1,4,2,1,2,2,2,95,967,2,4,4,2,2,2,2,3,1,2,5,1,26,
9925,8/27/2018 10:09,10.1.2663.1,8,7,5,16,1,3,2,1,1,2,2,999,187,1,9,3,1,2,1,10,3,2,2,5,1,16,
9024,8/27/2018 10:09,10.1.2664.1,3,3,10,12,1,2,1,1,2,2,1,44,185,2,6,2,6,2,2,6,1,1,2,5,2,7,
744,8/27/2018 10:09,10.1.2665.1,1,8,10,17,12,4,2,2,2,2,2,984,529,2,4,4,3,1,2,11,6,1,2,2,1,19,
2719,8/27/2018 10:09,10.1.2666.1,11,5,13,17,9,4,1,1,2,1,1,342,182,2,9,1,1,2,1,3,3,2,1,3,2,2,
1857,8/27/2018 10:09,10.1.2667.1,14,14,5,14,3,1,2,1,2,1,1,408,358,2,6,1,1,1,2,9,4,2,2,5,1,10,
6553,8/27/2018 10:09,10.1.2668.1,11,7,5,6,14,3,1,2,1,1,1,376,206,2,1,1,5,1,2,2,1,1,1,4,2,1,
1798,8/27/2018 10:09,10.1.2669.1,1,11,7,3,10,3,2,1,2,2,1,103,933,2,5,2,3,2,1,2,4,1,2,5,2,17,
3376,8/27/2018 10:09,10.1.2670.1,15,4,9,4,5,2,2,2,2,2,1,78,517,1,7,3,4,2,1,7,3,1,2,4,2,19,
8210,8/27/2018 10:09,10.1.2671.1,3,11,4,13,10,1,1,2,2,2,1,284,820,2,9,2,7,1,1,10,4,2,1,2,2,10,
1315,8/27/2018 10:09,10.1.2672.1,17,3,5,5,17,4,2,2,1,2,1,282,33,1,9,4,3,1,2,2,6,2,1,5,1,1,
5071,8/27/2018 10:09,10.1.2673.1,4,3,12,4,3,4,1,1,1,1,1,402,230,1,1,1,5,1,2,1,6,1,2,1,1,10,
1766,8/27/2018 10:09,10.1.2674.1,12,17,11,13,10,3,2,2,1,2,2,514,616,2,6,1,6,2,1,6,5,2,2,2,1,26,
1886,8/27/2018 10:09,10.1.2675.1,17,1,12,11,3,4,1,1,1,1,1,451,846,1,6,3,3,2,2,6,4,1,2,3,1,5,
1580,8/27/2018 10:09,10.1.2676.1,13,5,1,16,13,5,1,2,2,1,2,987,714,2,4,3,5,2,2,10,2,2,1,1,1,12,
6396,8/27/2018 10:09,10.1.2677.1,2,1,3,7,10,5,2,1,2,1,1,859,56,2,6,4,5,1,2,3,5,2,1,1,2,24,
9706,8/27/2018 10:09,10.1.2678.1,1,5,10,14,3,3,1,1,2,2,2,459,848,2,6,4,1,2,2,5,3,2,1,1,1,7,
650,8/27/2018 10:09,10.1.2679.1,6,10,3,15,14,5,2,1,2,1,2,702,612,2,1,1,1,2,2,5,7,2,2,2,1,11,
1513,8/27/2018 10:09,10.1.2680.1,10,2,2,14,3,2,2,2,1,2,1,200,702,2,2,5,2,1,1,4,7,2,1,4,2,9,
1801,8/27/2018 10:09,10.1.2681.1,7,11,13,1,14,5,1,1,1,2,2,96,711,1,1,2,2,2,1,4,4,1,1,5,2,17,
8528,8/27/2018 10:09,10.1.2682.1,15,15,13,8,1,2,2,1,2,2,1,110,933,1,7,3,4,1,1,1,7,1,1,2,2,20,
8176,8/27/2018 10:09,10.1.2683.1,1,5,6,6,11,4,1,1,2,2,1,903,327,2,7,4,5,1,2,8,1,2,1,5,1,15,
2591,8/27/2018 10:09,10.1.2684.1,8,15,8,4,5,3,1,2,1,2,1,861,614,2,5,3,7,1,1,7,5,2,2,1,2,26,
3114,8/27/2018 10:09,10.1.2685.1,5,15,8,8,12,1,1,1,1,2,2,335,331,2,4,3,4,2,2,8,5,2,2,3,2,17,
3284,8/27/2018 10:09,10.1.2686.1,13,17,4,11,17,2,2,2,2,2,1,778,719,2,6,3,3,1,2,9,5,2,1,5,1,23,
2462,8/27/2018 10:09,10.1.2687.1,3,13,11,5,13,4,2,2,1,1,1,276,691,1,8,5,6,1,1,7,6,1,1,4,1,5,
4130,8/27/2018 10:09,10.1.2688.1,17,15,2,9,12,5,2,2,2,1,1,253,234,2,4,2,1,2,2,9,5,2,2,5,2,11,
7385,8/27/2018 10:09,10.1.2689.1,3,3,8,11,14,1,2,1,2,1,2,464,702,1,9,2,6,2,1,9,2,2,2,1,1,10,
746,8/27/2018 10:09,10.1.2690.1,14,5,4,9,4,2,1,2,2,1,2,410,442,1,3,4,2,1,2,2,7,2,2,1,2,4,
5925,8/27/2018 10:09,10.1.2691.1,13,10,13,5,13,2,2,2,2,2,2,398,311,2,2,3,6,1,2,11,6,1,1,1,2,5,
121,8/27/2018 10:09,10.1.2692.1,3,12,9,14,16,2,2,1,2,1,1,992,700,2,8,4,2,2,1,8,7,2,1,2,2,3,
424,8/27/2018 10:09,10.1.2693.1,5,12,1,10,1,4,1,2,1,2,1,423,355,2,9,2,2,2,1,4,5,2,1,4,1,7,
631,8/27/2018 10:09,10.1.2694.1,16,16,2,10,13,2,1,2,1,2,2,694,387,1,6,1,4,1,1,4,6,2,2,4,1,11,
1517,8/27/2018 10:09,10.1.2695.1,2,4,8,16,13,2,2,1,2,2,2,210,413,2,3,5,6,2,1,2,1,2,1,1,2,1,
2775,8/27/2018 10:09,10.1.2696.1,14,16,1,2,2,1,2,2,1,2,1,927,258,2,1,5,7,1,1,6,2,1,2,5,2,16,
2002,8/27/2018 10:09,10.1.2697.1,8,2,8,8,14,1,1,2,1,2,1,20,974,1,6,2,1,2,2,4,4,2,1,1,1,20,
5982,8/27/2018 10:09,10.1.2698.1,2,3,13,13,1,3,1,1,2,2,1,568,16,2,1,5,6,1,2,9,3,1,1,3,1,21,
5749,8/27/2018 10:09,10.1.2699.1,1,2,13,3,16,1,2,1,2,2,2,280,758,1,6,5,5,1,1,4,3,1,2,2,1,7,
2446,8/27/2018 10:09,10.1.2700.1,9,10,4,10,8,1,1,1,2,1,2,778,714,1,6,3,2,2,1,7,5,2,1,5,1,8,
5913,8/27/2018 10:09,10.1.2701.1,8,12,9,15,14,4,2,1,1,1,1,725,1,1,9,1,6,1,1,11,1,2,2,4,2,13,
4341,8/27/2018 10:09,10.1.2702.1,1,2,9,17,3,1,2,1,2,2,1,880,59,1,7,2,1,2,1,4,1,1,2,3,2,28,
1724,8/27/2018 10:09,10.1.2703.1,9,5,12,16,4,2,2,2,1,2,1,446,898,1,7,2,4,1,1,3,7,1,2,1,1,26,
3815,8/27/2018 10:09,10.1.2704.1,2,16,11,1,15,2,1,1,2,1,2,146,236,2,6,3,1,2,2,9,7,2,1,2,2,22,
2981,8/27/2018 10:09,10.1.2705.1,6,9,9,10,15,5,1,1,2,1,1,139,386,1,8,3,3,1,2,9,6,2,2,5,1,14,
1403,8/27/2018 10:09,10.1.2706.1,14,1,5,9,17,4,2,1,1,2,2,341,768,1,1,3,1,1,2,4,5,1,2,1,2,1,
2205,8/27/2018 10:09,10.1.2707.1,10,10,11,15,7,4,1,1,1,2,1,249,947,2,7,4,5,2,1,10,7,1,2,4,2,10,
7875,8/27/2018 10:09,10.1.2708.1,2,12,10,5,14,5,2,1,1,1,1,900,611,1,5,5,5,2,1,5,7,1,2,3,2,1,
2723,8/27/2018 10:09,10.1.2709.1,8,16,13,1,16,1,2,1,2,2,1,403,953,1,3,5,5,1,2,3,6,1,1,1,2,21,
8703,8/27/2018 10:09,10.1.2710.1,7,3,11,4,14,3,2,1,2,1,2,867,442,1,1,4,5,2,1,9,5,1,2,2,1,28,
8016,8/27/2018 10:09,10.1.2711.1,7,8,1,9,1,3,1,2,1,1,2,361,2,1,2,4,2,1,1,11,1,1,1,2,1,20,
1904,8/27/2018 10:09,10.1.2712.1,5,13,9,5,2,4,2,1,1,2,2,286,859,2,1,2,6,1,2,5,3,2,2,1,2,3,
9042,8/27/2018 10:09,10.1.2713.1,2,4,2,9,15,1,1,2,2,2,1,21,835,1,2,5,2,1,2,2,3,1,2,2,1,7,
8087,8/27/2018 10:09,10.1.2714.1,6,13,8,14,12,4,1,1,1,2,1,701,246,2,9,2,4,1,1,8,5,1,1,1,1,22,
797,8/27/2018 10:09,10.1.2715.1,15,10,5,16,4,1,2,1,1,2,1,553,753,2,6,5,6,2,2,6,7,1,2,4,1,15,
2612,8/27/2018 10:09,10.1.2716.1,12,11,13,11,7,3,1,2,1,1,2,600,999,1,8,5,7,1,2,4,6,2,1,5,1,16,
5355,8/27/2018 10:09,10.1.2717.1,3,1,8,9,12,4,1,2,2,1,2,639,134,1,9,2,4,1,1,4,3,2,1,5,2,25,
9252,8/27/2018 10:09,10.1.2718.1,13,5,13,15,3,3,1,2,2,2,1,537,539,2,4,5,6,2,1,7,2,1,2,5,2,14,
2683,8/27/2018 10:09,10.1.2719.1,2,4,11,11,4,4,1,1,2,1,1,289,161,1,7,2,7,2,1,6,3,1,1,4,2,15,
259,8/27/2018 10:09,10.1.2720.1,9,2,12,16,12,3,1,2,2,2,2,527,178,1,5,4,7,1,2,2,7,2,1,5,2,23,
601,8/27/2018 10:09,10.1.2721.1,14,14,10,5,12,2,1,2,1,2,2,309,732,1,5,3,4,1,1,5,7,1,2,5,1,19,
8853,8/27/2018 10:09,10.1.2722.1,12,9,7,1,10,4,1,1,1,2,2,70,139,1,8,1,3,2,1,2,7,2,2,3,2,21,
2056,8/27/2018 10:09,10.1.2723.1,12,17,3,14,13,5,2,1,2,2,1,852,689,2,9,2,2,1,2,1,3,2,2,4,1,7,
3855,8/27/2018 10:09,10.1.2724.1,2,15,13,8,8,4,2,1,2,2,1,563,46,1,2,2,6,2,2,4,7,2,1,2,2,22,
7147,8/27/2018 10:09,10.1.2725.1,17,3,1,7,11,1,2,1,2,2,2,594,58,2,6,5,2,2,2,6,2,1,1,5,2,2,
3326,8/27/2018 10:09,10.1.2726.1,12,3,2,2,14,4,2,1,2,2,1,89,759,1,4,2,7,2,2,10,4,2,1,3,2,14,
7025,8/27/2018 10:09,10.1.2727.1,4,15,3,10,3,4,2,1,1,1,2,356,587,2,5,5,6,2,1,9,4,1,1,2,2,15,
7145,8/27/2018 10:09,10.1.2728.1,7,7,2,6,6,4,2,1,1,1,1,145,457,1,7,2,1,1,2,6,4,2,2,5,2,14,
6291,8/27/2018 10:09,10.1.2729.1,12,7,6,11,1,2,2,1,1,2,1,488,778,2,7,2,2,2,2,5,7,1,1,2,2,6,
528,8/27/2018 10:09,10.1.2730.1,2,2,2,8,13,4,1,2,2,1,2,383,296,2,8,2,7,1,2,1,1,1,2,4,1,17,
115,8/27/2018 10:09,10.1.2731.1,13,5,6,2,13,5,2,1,1,1,1,931,639,2,5,4,7,1,2,10,4,1,1,5,1,2,
4181,8/27/2018 10:09,10.1.2732.1,9,12,2,11,10,2,2,1,2,1,1,241,568,1,2,3,7,1,1,10,7,2,1,4,2,16,
779,8/27/2018 10:09,10.1.2733.1,5,10,12,5,4,4,1,1,2,1,2,610,67,1,9,4,4,2,2,6,6,1,2,2,1,8,
27,8/27/2018 10:09,10.1.2734.1,11,13,11,1,9,2,1,2,2,2,2,833,775,1,6,1,1,1,2,11,5,1,1,1,1,24,
8504,8/27/2018 10:09,10.1.2735.1,2,7,12,12,15,2,1,2,1,1,2,538,429,1,3,4,6,2,2,5,4,1,2,4,1,28,
815,8/27/2018 10:09,10.1.2736.1,14,2,4,6,9,3,1,2,1,2,2,748,112,1,4,1,1,2,2,8,2,2,1,4,2,25,
8120,8/27/2018 10:09,10.1.2737.1,5,12,3,17,9,5,1,2,2,2,1,561,349,2,1,3,5,2,1,3,7,1,1,5,2,14,
2065,8/27/2018 10:09,10.1.2738.1,15,7,9,16,11,2,2,1,2,2,2,789,627,1,1,3,3,1,1,3,3,1,1,2,2,16,
827,8/27/2018 10:09,10.1.2739.1,12,14,3,3,13,1,2,2,2,2,2,232,164,1,1,4,7,2,2,1,1,2,1,4,1,24,
4185,8/27/2018 10:09,10.1.2740.1,5,16,13,2,14,1,1,2,2,2,1,802,888,2,9,3,1,2,1,10,3,2,2,5,2,5,
8694,8/27/2018 10:09,10.1.2741.1,11,14,8,15,3,4,1,1,1,1,1,780,269,1,4,3,2,2,1,10,1,2,2,4,1,3,
5302,8/27/2018 10:09,10.1.2742.1,15,16,4,7,5,1,1,1,1,2,2,67,147,1,6,1,2,2,2,9,4,2,2,1,1,25,
7648,8/27/2018 10:09,10.1.2743.1,2,12,1,1,2,1,2,2,1,2,2,920,760,2,3,3,1,1,2,8,6,2,1,4,2,21,
2218,8/27/2018 10:09,10.1.2744.1,10,12,11,17,14,5,2,2,1,1,2,685,55,2,3,4,3,1,1,5,2,2,2,3,1,7,
8483,8/27/2018 10:09,10.1.2745.1,2,17,3,11,6,4,2,2,2,1,1,979,750,1,1,5,7,1,2,4,5,1,1,3,1,5,
1128,8/27/2018 10:09,10.1.2746.1,7,13,1,4,16,4,2,1,1,1,1,691,685,1,1,3,6,1,1,5,4,2,2,4,1,10,
2561,8/27/2018 10:09,10.1.2747.1,1,15,12,13,6,5,1,1,2,1,2,39,531,1,5,1,7,2,1,10,2,1,1,1,2,6,
8172,8/27/2018 10:09,10.1.2748.1,6,5,9,10,10,5,1,1,2,2,1,152,976,2,2,5,4,1,1,6,4,1,2,1,1,6,
8102,8/27/2018 10:09,10.1.2749.1,12,15,3,4,1,5,1,1,2,2,2,475,104,2,5,5,4,2,2,4,5,2,2,2,2,13,
283,8/27/2018 10:09,10.1.2750.1,14,8,7,4,14,5,2,1,1,2,2,202,248,2,3,3,1,2,1,10,6,2,1,4,2,13,
8707,8/27/2018 10:09,10.1.2751.1,15,12,9,11,14,3,2,2,2,2,2,712,339,1,7,5,4,2,1,5,2,1,2,1,1,22,
8785,8/27/2018 10:09,10.1.2752.1,12,14,13,17,9,1,1,1,2,2,2,754,629,2,4,5,4,2,1,3,6,2,2,5,2,17,
8306,8/27/2018 10:09,10.1.2753.1,4,3,10,10,9,2,2,1,2,2,2,1,871,1,8,5,6,1,1,3,5,2,1,2,2,1,
218,8/27/2018 10:09,10.1.2754.1,10,12,9,15,12,2,2,2,1,2,1,828,731,2,8,1,1,1,2,3,7,1,1,3,1,15,
1213,8/27/2018 10:09,10.1.2755.1,14,12,4,7,17,2,2,1,2,1,2,957,803,1,9,4,1,1,2,1,3,1,1,3,1,2,
9563,8/27/2018 10:09,10.1.2756.1,10,6,13,13,5,3,2,2,2,1,2,217,677,1,6,3,3,1,2,10,4,2,2,4,2,26,
461,8/27/2018 10:09,10.1.2757.1,14,1,4,6,4,2,2,1,2,2,1,433,87,2,1,2,6,1,2,5,4,2,2,1,1,28,
5502,8/27/2018 10:09,10.1.2758.1,14,15,4,14,5,1,2,1,2,1,1,731,131,1,2,3,4,2,2,8,7,2,1,3,1,10,
4810,8/27/2018 10:09,10.1.2759.1,5,10,10,17,1,5,1,2,2,2,1,279,179,2,2,1,4,1,1,4,6,1,1,5,1,9,
3798,8/27/2018 10:09,10.1.2760.1,2,14,1,11,6,2,1,1,1,2,2,886,644,2,6,3,5,2,1,9,6,2,1,1,1,22,
447,8/27/2018 10:09,10.1.2761.1,15,1,8,2,1,2,1,2,2,2,2,272,134,1,5,4,3,2,1,7,4,1,2,4,2,3,
